feature,weight_mean,weight_std,weight_abs_mean,feature_type
rel_distance_from_n_terminus,-6.0669282194206335,0.22414129764355376,6.0669282194206335,handcrafted
rel_distance_from_c_terminus,-6.052409147369897,0.22562029624463215,6.052409147369897,handcrafted
mean_rsa_peptide,-0.05345858852935013,0.025083210174434448,0.05345858852935013,handcrafted
mean_disorder_peptide,0.11116906699224076,0.05026198687327726,0.11116906699224076,handcrafted
mean_rsa_nflank,-0.07934875364849069,0.03465693136307779,0.07934875364849069,handcrafted
mean_disorder_nflank,-0.0056955375822411395,0.04854419849327523,0.0056955375822411395,handcrafted
mean_rsa_cflank,0.01280354622055776,0.0271888961062041,0.01280354622055776,handcrafted
mean_disorder_cflank,-0.008643592702672943,0.031054244191369273,0.008643592702672943,handcrafted
q8point_H_peptide,0.021237810818715078,0.02523269533846579,0.021237810818715078,handcrafted
q8point_G_peptide,0.021036048457537072,0.005055327220969334,0.021036048457537072,handcrafted
q8point_I_peptide,0.050386935377972376,0.01627745085657802,0.050386935377972376,handcrafted
q8point_E_peptide,0.020584713733442745,0.01269714801816367,0.020584713733442745,handcrafted
q8point_B_peptide,-0.017593810545012044,0.01334036125578293,0.017593810545012044,handcrafted
q8point_T_peptide,-0.003429374749286064,0.004226588036169781,0.003429374749286064,handcrafted
q8point_S_peptide,-0.014453432136612399,0.00813094439379141,0.014453432136612399,handcrafted
q8point_C_peptide,-0.07067110864348582,0.02541999955520057,0.07067110864348582,handcrafted
q8point_H_nflank,-0.009868994628774153,0.00950366828261383,0.009868994628774153,handcrafted
q8point_G_nflank,0.0028154937475756143,0.013015305752575578,0.0028154937475756143,handcrafted
q8point_I_nflank,-0.2158864275392598,0.37241263470441316,0.2158864275392598,handcrafted
q8point_E_nflank,-0.02867788633337796,0.01758211917319753,0.02867788633337796,handcrafted
q8point_B_nflank,0.0033899938869404282,0.007435279584629098,0.0033899938869404282,handcrafted
q8point_T_nflank,-0.03710652252251821,0.010024982449033921,0.03710652252251821,handcrafted
q8point_S_nflank,-0.017216801850388857,0.011180439516412262,0.017216801850388857,handcrafted
q8point_C_nflank,0.047046469378150775,0.015720647559711004,0.047046469378150775,handcrafted
