feature,weight_mean,weight_std,weight_abs_mean,feature_type
rel_distance_from_n_terminus,-9.4173018404007,0.26942363069624065,9.4173018404007,handcrafted
rel_distance_from_c_terminus,-9.391246936172479,0.26101939529698337,9.391246936172479,handcrafted
mean_rsa_peptide,-0.09398423480681778,0.007749894611524939,0.09398423480681778,handcrafted
mean_disorder_peptide,0.13842723018682554,0.003999512791953363,0.13842723018682554,handcrafted
mean_rsa_nflank,-0.025631653617401644,0.007029566821620562,0.025631653617401644,handcrafted
mean_disorder_nflank,-0.03107170817033089,0.009702375365238448,0.03107170817033089,handcrafted
mean_rsa_cflank,0.061655642104236554,0.015745329373573685,0.061655642104236554,handcrafted
mean_disorder_cflank,0.016493982050251082,0.018689847949419757,0.016493982050251082,handcrafted
q8point_H_peptide,0.00781392683718068,0.01582511718499086,0.00781392683718068,handcrafted
q8point_G_peptide,0.029102179429204723,0.008578475986032954,0.029102179429204723,handcrafted
q8point_I_peptide,0.01570987880918443,0.010905887300915983,0.01570987880918443,handcrafted
q8point_E_peptide,0.01831341146422033,0.00864928967751942,0.01831341146422033,handcrafted
q8point_B_peptide,-0.0061301349089793586,0.004801836049148821,0.0061301349089793586,handcrafted
q8point_T_peptide,0.04416477221517482,0.002821133227646795,0.04416477221517482,handcrafted
q8point_S_peptide,0.010865681762513237,0.0024631163229425165,0.010865681762513237,handcrafted
q8point_C_peptide,-0.06036899932011632,0.012468688003105521,0.06036899932011632,handcrafted
q8point_H_nflank,0.019897645539293123,0.013220856003269985,0.019897645539293123,handcrafted
q8point_G_nflank,0.006999422084426959,0.003997070430806465,0.006999422084426959,handcrafted
q8point_I_nflank,-0.41082938297042154,0.7351101235704853,0.41082938297042154,handcrafted
q8point_E_nflank,-0.03624781615947319,0.0082375512371503,0.03624781615947319,handcrafted
q8point_B_nflank,0.004390262675588161,0.004026714925388528,0.004390262675588161,handcrafted
q8point_T_nflank,0.023798789234032752,0.009154602119786913,0.023798789234032752,handcrafted
q8point_S_nflank,5.990355880992025e-05,0.0069405715053126186,5.990355880992025e-05,handcrafted
q8point_C_nflank,0.028754715833051937,0.009160331327319533,0.028754715833051937,handcrafted
q8point_H_cflank,0.011154168782477172,0.010868822116400645,0.011154168782477172,handcrafted
q8point_G_cflank,0.019889415567356652,0.003470822662882389,0.019889415567356652,handcrafted
q8point_I_cflank,-0.0005089051446520654,0.008181196521212882,0.0005089051446520654,handcrafted
q8point_E_cflank,0.020865426703738876,0.01012814418818408,0.020865426703738876,handcrafted
q8point_B_cflank,0.008743147146182009,0.004585336731216652,0.008743147146182009,handcrafted
q8point_T_cflank,0.025631647103651754,0.005523182999230301,0.025631647103651754,handcrafted
q8point_S_cflank,-0.004065194562006247,0.005912692769789509,0.004065194562006247,handcrafted
q8point_C_cflank,0.022237700724339803,0.009872212796046784,0.022237700724339803,handcrafted
q8trans_H_n_pep,0.08372583667607165,0.009320416062052906,0.08372583667607165,handcrafted
q8trans_G_n_pep,-0.006457524357589781,0.010662445297962798,0.006457524357589781,handcrafted
q8trans_I_n_pep,0.3317041881831687,0.5997919886800569,0.3317041881831687,handcrafted
q8trans_E_n_pep,0.04060982128600377,0.00892280332416465,0.04060982128600377,handcrafted
q8trans_B_n_pep,0.0,0.0,0.0,handcrafted
q8trans_T_n_pep,0.007455960172350144,0.006917447732800538,0.007455960172350144,handcrafted
q8trans_S_n_pep,0.00813701984295123,0.0037012244016421114,0.00813701984295123,handcrafted
q8trans_C_n_pep,0.048886435338611214,0.006096527280959996,0.048886435338611214,handcrafted
q8trans_H_pep_c,0.029189907999066882,0.019632983687033017,0.029189907999066882,handcrafted
q8trans_G_pep_c,-0.01489928752301756,0.004751844833449921,0.01489928752301756,handcrafted
q8trans_I_pep_c,-0.024417155995821747,0.011529680577824025,0.024417155995821747,handcrafted
q8trans_E_pep_c,0.006358475154474826,0.0053568364288322096,0.006358475154474826,handcrafted
q8trans_B_pep_c,0.0,0.0,0.0,handcrafted
q8trans_T_pep_c,-0.013992780299954325,0.006158773347117867,0.013992780299954325,handcrafted
q8trans_S_pep_c,-0.0009700290751850728,0.0032766448266524145,0.0009700290751850728,handcrafted
q8trans_C_pep_c,0.04683526335259468,0.005910421257663852,0.04683526335259468,handcrafted
mean_plddt_peptide,0.03938263911920007,0.019769650018475596,0.03938263911920007,handcrafted
mean_plddt_nflank,0.0005504381418601901,0.020767427773095915,0.0005504381418601901,handcrafted
mean_plddt_cflank,0.03760398051072439,0.008420229458457152,0.03760398051072439,handcrafted
N4_A,-0.061594033615035085,0.0467249219000523,0.061594033615035085,sparse_encoding
N4_C,-0.027651966268661086,0.021996002532568348,0.027651966268661086,sparse_encoding
N4_D,-0.1103591603106113,0.038968677325112146,0.1103591603106113,sparse_encoding
N4_E,-0.10438121461914407,0.047804273077986466,0.10438121461914407,sparse_encoding
N4_F,-0.08008761078591572,0.030940328310624685,0.08008761078591572,sparse_encoding
N4_G,-0.12124632474504864,0.03754565783413804,0.12124632474504864,sparse_encoding
N4_H,-0.0533006202607275,0.028010927570113003,0.0533006202607275,sparse_encoding
N4_I,-0.08301836186069086,0.03668939474519478,0.08301836186069086,sparse_encoding
N4_K,-0.11331697777997288,0.03989604815116959,0.11331697777997288,sparse_encoding
N4_L,-0.12586970228727315,0.05040246384430491,0.12586970228727315,sparse_encoding
N4_M,-0.03699682551925583,0.023093902489519053,0.03699682551925583,sparse_encoding
N4_N,-0.06543106764006583,0.03825650940508033,0.06543106764006583,sparse_encoding
