feature,lr_coef_mean,lr_coef_std,lr_coef_abs_mean,rf_imp_mean,rf_imp_std,feature_type
q8point_H_nflank,0.019897645539293123,0.013220856003269985,0.019897645539293123,0.0031717429800977915,3.473531394158567e-05,handcrafted
q8point_G_nflank,0.006999422084426959,0.003997070430806465,0.006999422084426959,0.0017491215265504026,2.6734231196481642e-05,handcrafted
q8point_I_nflank,-0.41082938297042154,0.7351101235704853,0.41082938297042154,4.628818283568164e-05,6.604982745556959e-06,handcrafted
q8point_E_nflank,-0.03624781615947319,0.0082375512371503,0.03624781615947319,0.0028734876838484866,2.2017023865881313e-05,handcrafted
q8point_B_nflank,0.004390262675588161,0.004026714925388528,0.004390262675588161,0.00026903232000063124,2.28992717014226e-05,handcrafted
q8point_T_nflank,0.023798789234032752,0.009154602119786913,0.023798789234032752,0.003375466486859359,1.963485964970489e-05,handcrafted
q8point_S_nflank,5.990355880992025e-05,0.0069405715053126186,5.990355880992025e-05,0.0030044985116956147,2.5764678438620305e-05,handcrafted
q8point_C_nflank,0.028754715833051937,0.009160331327319533,0.028754715833051937,0.003451566114929627,3.07051880621655e-05,handcrafted
q8point_H_cflank,0.011154168782477172,0.010868822116400645,0.011154168782477172,0.0033241306806772617,2.0876044089144673e-05,handcrafted
q8point_G_cflank,0.019889415567356652,0.003470822662882389,0.019889415567356652,0.0016058508101157707,2.504051195814336e-05,handcrafted
q8point_I_cflank,-0.0005089051446520654,0.008181196521212882,0.0005089051446520654,2.8477077706898382e-05,2.7312162474011637e-06,handcrafted
q8point_E_cflank,0.020865426703738876,0.01012814418818408,0.020865426703738876,0.0029747517139813114,1.3582938274510323e-05,handcrafted
q8point_B_cflank,0.008743147146182009,0.004585336731216652,0.008743147146182009,0.00034045529649174764,1.6894604359622607e-05,handcrafted
q8point_T_cflank,0.025631647103651754,0.005523182999230301,0.025631647103651754,0.0034870494696597255,2.590340241452061e-05,handcrafted
q8point_S_cflank,-0.004065194562006247,0.005912692769789509,0.004065194562006247,0.0031012179684462233,2.7235011734615157e-05,handcrafted
