feature,weight_mean,weight_std,weight_abs_mean,feature_type
esmc_PC001,0.002316108210565133,0.00021473847393691355,0.002316108210565133,embedding_pca
esmc_PC002,0.0005474377901540112,2.05417409126922e-05,0.0005474377901540112,embedding_pca
esmc_PC003,0.0010294177486265463,0.00011818968763954661,0.0010294177486265463,embedding_pca
esmc_PC004,0.0005116872095766403,0.00013311118123655595,0.0005116872095766403,embedding_pca
esmc_PC005,0.00038215494162876834,4.7317296761532104e-05,0.00038215494162876834,embedding_pca
esmc_PC006,0.0010473547287717323,0.00015259246331207456,0.0010473547287717323,embedding_pca
esmc_PC007,0.0008183459508419828,6.817551838078856e-05,0.0008183459508419828,embedding_pca
esmc_PC008,0.0003690262619051186,2.812916258187826e-05,0.0003690262619051186,embedding_pca
esmc_PC009,0.0003759299130479531,2.6358544722697752e-05,0.0003759299130479531,embedding_pca
esmc_PC010,0.0007164713939174171,6.66956810065238e-05,0.0007164713939174171,embedding_pca
esmc_PC011,0.0007226571358059942,0.0001053649732098883,0.0007226571358059942,embedding_pca
esmc_PC012,0.00037563644099778196,3.417822086808855e-05,0.00037563644099778196,embedding_pca
esmc_PC013,0.0009048968321157872,0.00015989448983869272,0.0009048968321157872,embedding_pca
esmc_PC014,0.00036930681503204393,2.0339696271299842e-05,0.00036930681503204393,embedding_pca
esmc_PC015,0.0008688166926135801,0.00015358385545346097,0.0008688166926135801,embedding_pca
esmc_PC016,0.0008406795691190702,0.0002519259460260848,0.0008406795691190702,embedding_pca
esmc_PC017,0.0005162301375312445,0.00011749058186259566,0.0005162301375312445,embedding_pca
esmc_PC018,0.0009516006262680768,0.00032268676784556885,0.0009516006262680768,embedding_pca
esmc_PC019,0.0017116441433566807,0.000491762628466151,0.0017116441433566807,embedding_pca
esmc_PC020,0.0007021780751879026,6.27580515541579e-05,0.0007021780751879026,embedding_pca
esmc_PC021,0.0004459480919731367,5.127242930681942e-05,0.0004459480919731367,embedding_pca
