feature,weight_mean,weight_std,weight_abs_mean,feature_type
rel_distance_from_n_terminus,-1.0187630569407768,0.16549472827354822,1.0187630569407768,handcrafted
rel_distance_from_c_terminus,-1.007352285842366,0.1523625289953854,1.007352285842366,handcrafted
mean_rsa_peptide,-0.06660695471202265,0.02389403945354472,0.06660695471202265,handcrafted
mean_disorder_peptide,0.1350373131395011,0.050225328387412886,0.1350373131395011,handcrafted
mean_rsa_nflank,-0.07485582975068024,0.039667130961616184,0.07485582975068024,handcrafted
mean_disorder_nflank,-0.023282877627371124,0.0618465263271843,0.023282877627371124,handcrafted
mean_rsa_cflank,0.019706378030226908,0.011420998729550949,0.019706378030226908,handcrafted
mean_disorder_cflank,-0.011375932721284492,0.031361515799489335,0.011375932721284492,handcrafted
q8point_H_peptide,0.04093982788904742,0.020410479541168498,0.04093982788904742,handcrafted
q8point_G_peptide,0.02483566228950289,0.006297052198110718,0.02483566228950289,handcrafted
q8point_I_peptide,0.06118576150462336,0.01681094464229523,0.06118576150462336,handcrafted
q8point_E_peptide,0.037255677366662104,0.01116387025415132,0.037255677366662104,handcrafted
q8point_B_peptide,-0.02422320441290013,0.014310753189782388,0.02422320441290013,handcrafted
q8point_T_peptide,-0.013359428449697156,0.006662245814622326,0.013359428449697156,handcrafted
q8point_S_peptide,-0.02179888589146734,0.014445818010712454,0.02179888589146734,handcrafted
q8point_C_peptide,-0.06785012388102805,0.02044493635027875,0.06785012388102805,handcrafted
q8point_H_nflank,0.011334261953707202,0.01304288307067185,0.011334261953707202,handcrafted
q8point_G_nflank,0.0054003739830758,0.017490932763180096,0.0054003739830758,handcrafted
q8point_I_nflank,-0.07668481264376284,0.08784164938803031,0.07668481264376284,handcrafted
q8point_E_nflank,-0.024239541512412543,0.013243228809095018,0.024239541512412543,handcrafted
q8point_B_nflank,-0.0008652881778931917,0.009358352199041157,0.0008652881778931917,handcrafted
q8point_T_nflank,-0.0441691976378034,0.011636929552921678,0.0441691976378034,handcrafted
q8point_S_nflank,-0.026042595759474048,0.01452960672979124,0.026042595759474048,handcrafted
q8point_C_nflank,0.05317107705722083,0.01477236824637244,0.05317107705722083,handcrafted
q8point_H_cflank,-0.025409825915015165,0.025150490855162567,0.025409825915015165,handcrafted
q8point_G_cflank,-0.016618042832425794,0.0104890796136475,0.016618042832425794,handcrafted
q8point_I_cflank,-0.007644612663919676,0.011546133406592976,0.007644612663919676,handcrafted
q8point_E_cflank,-0.028333532279883604,0.017328943451629664,0.028333532279883604,handcrafted
