component_idx,explained_variance_ratio,cumulative_variance
978,0.00002013,0.99729496
979,0.00002011,0.99731505
980,0.00002008,0.99733514
981,0.00002004,0.99735516
982,0.00001995,0.99737513
983,0.00001992,0.99739504
984,0.00001982,0.99741489
985,0.00001977,0.99743468
986,0.00001972,0.99745440
987,0.00001969,0.99747407
988,0.00001966,0.99749374
989,0.00001960,0.99751335
990,0.00001952,0.99753284
991,0.00001948,0.99755234
992,0.00001944,0.99757177
993,0.00001942,0.99759120
994,0.00001938,0.99761057
995,0.00001929,0.99762988
996,0.00001927,0.99764913
997,0.00001923,0.99766839
998,0.00001920,0.99768758
999,0.00001905,0.99770665
1000,0.00001900,0.99772567
1001,0.00001894,0.99774462
1002,0.00001887,0.99776351
1003,0.00001886,0.99778235
1004,0.00001879,0.99780113
1005,0.00001877,0.99781990
1006,0.00001876,0.99783868
1007,0.00001869,0.99785739
1008,0.00001862,0.99787599
1009,0.00001857,0.99789459
1010,0.00001851,0.99791312
1011,0.00001847,0.99793160
1012,0.00001840,0.99795002
1013,0.00001838,0.99796838
1014,0.00001834,0.99798673
1015,0.00001828,0.99800503
1016,0.00001826,0.99802327
1017,0.00001813,0.99804139
1018,0.00001809,0.99805951
1019,0.00001805,0.99807757
1020,0.00001799,0.99809557
1021,0.00001791,0.99811351
1022,0.00001785,0.99813139
1023,0.00001781,0.99814922
1024,0.00001776,0.99816698
1025,0.00001774,0.99818474
1026,0.00001769,0.99820244
1027,0.00001763,0.99822009
1028,0.00001757,0.99823767
1029,0.00001747,0.99825513
1030,0.00001744,0.99827260
1031,0.00001743,0.99829000
1032,0.00001738,0.99830741
1033,0.00001735,0.99832475
1034,0.00001726,0.99834204
1035,0.00001723,0.99835926
1036,0.00001721,0.99837649
1037,0.00001718,0.99839365
1038,0.00001711,0.99841076
1039,0.00001710,0.99842787
1040,0.00001703,0.99844491
1041,0.00001698,0.99846190
1042,0.00001686,0.99847877
1043,0.00001683,0.99849558
1044,0.00001682,0.99851239
1045,0.00001674,0.99852914
1046,0.00001672,0.99854589
1047,0.00001667,0.99856257
1048,0.00001663,0.99857920
1049,0.00001655,0.99859577
1050,0.00001643,0.99861223
1051,0.00001637,0.99862862
1052,0.00001633,0.99864495
1053,0.00001631,0.99866128
1054,0.00001622,0.99867749
1055,0.00001621,0.99869370
1056,0.00001615,0.99870986
1057,0.00001609,0.99872595
1058,0.00001602,0.99874198
1059,0.00001597,0.99875796
1060,0.00001591,0.99877387
1061,0.00001589,0.99878979
1062,0.00001586,0.99880564
1063,0.00001583,0.99882150
1064,0.00001578,0.99883729
1065,0.00001575,0.99885303
1066,0.00001570,0.99886870
1067,0.00001562,0.99888432
1068,0.00001562,0.99889994
1069,0.00001556,0.99891549
1070,0.00001550,0.99893099
1071,0.00001541,0.99894637
1072,0.00001533,0.99896169
1073,0.00001529,0.99897701
1074,0.00001526,0.99899226
1075,0.00001517,0.99900740
1076,0.00001515,0.99902254
1077,0.00001504,0.99903756
1078,0.00001503,0.99905258
1079,0.00001500,0.99906760
1080,0.00001494,0.99908257
1081,0.00001489,0.99909747
1082,0.00001484,0.99911231
1083,0.00001481,0.99912709
1084,0.00001475,0.99914181
1085,0.00001471,0.99915653
1086,0.00001469,0.99917126
1087,0.00001463,0.99918586
1088,0.00001455,0.99920040
1089,0.00001451,0.99921489
1090,0.00001446,0.99922937
1091,0.00001441,0.99924380
1092,0.00001440,0.99925822
1093,0.00001432,0.99927253
1094,0.00001422,0.99928677
1095,0.00001421,0.99930096
1096,0.00001408,0.99931502
1097,0.00001408,0.99932909
1098,0.00001401,0.99934310
1099,0.00001396,0.99935704
1100,0.00001390,0.99937093
1101,0.00001386,0.99938482
1102,0.00001379,0.99939859
1103,0.00001370,0.99941230
1104,0.00001369,0.99942601
1105,0.00001363,0.99943966
1106,0.00001359,0.99945325
1107,0.00001354,0.99946678
1108,0.00001347,0.99948025
1109,0.00001342,0.99949366
1110,0.00001339,0.99950707
1111,0.00001329,0.99952036
1112,0.00001325,0.99953359
1113,0.00001322,0.99954683
1114,0.00001316,0.99956000
1115,0.00001310,0.99957311
1116,0.00001303,0.99958616
1117,0.00001300,0.99959916
1118,0.00001292,0.99961209
1119,0.00001282,0.99962491
1120,0.00001281,0.99963772
1121,0.00001279,0.99965054
1122,0.00001267,0.99966323
1123,0.00001263,0.99967587
1124,0.00001261,0.99968851
1125,0.00001253,0.99970102
1126,0.00001250,0.99971354
1127,0.00001239,0.99972594
1128,0.00001232,0.99973828
1129,0.00001226,0.99975055
1130,0.00001218,0.99976271
1131,0.00001212,0.99977481
1132,0.00001203,0.99978685
1133,0.00001193,0.99979877
1134,0.00001189,0.99981064
1135,0.00001186,0.99982250
1136,0.00001180,0.99983430
1137,0.00001168,0.99984598
1138,0.00001166,0.99985766
1139,0.00001163,0.99986929
1140,0.00001152,0.99988079
1141,0.00001142,0.99989223
1142,0.00001120,0.99990344
1143,0.00001116,0.99991459
1144,0.00001110,0.99992567
1145,0.00001109,0.99993676
1146,0.00001090,0.99994767
1147,0.00001077,0.99995846
1148,0.00001059,0.99996907
1149,0.00001041,0.99997950
1150,0.00001038,0.99998987
1151,0.00001023,1.00000012
1152,0.00000000,1.00000012
